conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1962018335316726187,Sun Aug 31 05:28:57 +0000 2025,0,@kompascom Kayak mencoba memadamkan kebakaran hutan pakai seember air. Too little too late.,1962024790077940153,,kompascom,in,,0,0,0,https://x.com/undefined/status/1962024790077940153,202080273,zingwind
1962016916203262008,Sun Aug 31 04:57:39 +0000 2025,0,Cegah Karhutla Bhabinkamtibmas Klandasan Ilir Pasang Spanduk Himbauan di Lahan Rawan Kebakaran #PolsekBalikpapanSelatan #BhabinkamtibmasKlandasanIlir #HimbauanCegahKarhutla #PolrestaBalikpapan #PoldaKaltim https://t.co/44sbs9Exwo,1962016916203262008,https://pbs.twimg.com/media/Gzp7-5Ta8AA520A.jpg,,in,,0,0,0,https://x.com/undefined/status/1962016916203262008,722595050572517376,PolisiBPN
1961980718881608132,Sun Aug 31 02:33:49 +0000 2025,0,Personil Polsek Bandar Baru Melaksanakan giat Patroli pencegahan Karhutla dalam wilkum Bandar Baru untuk mencegah terjadinya Kebakaran Hutan dan lahan https://t.co/rfm6uWye6e,1961980718881608132,https://pbs.twimg.com/media/GzpbD7VboAAL-Bi.jpg,,in,,0,0,0,https://x.com/undefined/status/1961980718881608132,1587274809599266817,PolsekBdrBaru79
1961964124361175132,Sun Aug 31 01:27:53 +0000 2025,0,Mudah bgt ya skrg dibuat hujan jkt ini dulu kebakaran hutan di sumatera keknya susah banget bikin hujan buatannya gara2 gini aja ada tuh anggarannya,1961964124361175132,,,in,,0,0,0,https://x.com/undefined/status/1961964124361175132,1368961539265335298,anemomena
1961949008454353110,Sun Aug 31 00:27:49 +0000 2025,0,Ga akan pernah maafin. Kita di sini sesak nafas kebakaran hutan giliran demo beli oxycan aja dilarang. Itu duit kita hak kita mau beli sesuatu. Emang polisi dan pemerintah Indonesia tuh Tuhan? Bisa ganti nyawa orangkah abis sesak?,1961949008454353110,,,in,,0,0,1,https://x.com/undefined/status/1961949008454353110,882616052667961345,freakintrash
1961947298034061596,Sun Aug 31 00:21:01 +0000 2025,0, Berikut kami sampaikan peta tingkat kemudahan terbakar di atas lapisan permukaan tanah yang berlaku untuk hari ini. Tetap waspada jaga lingkungan dan hindari aktivitas yang dapat memicu kebakaran. #InfoKarhutla #Karhutla #WaspadaApi #KebakaranHutan https://t.co/1pehydBmEf,1961947298034061596,https://pbs.twimg.com/media/Gzo8pFvbQAA6ACp.jpg,,in,,0,0,0,https://x.com/undefined/status/1961947298034061596,767551014916325377,BMKG_bwi
1961937031715787015,Sat Aug 30 23:40:14 +0000 2025,716,langkah2 @prabowo menangani demo itu spt kebakaran hutan tapi mau dipadamkan dengan setetes air... Prabowo masih budek tdk mendengar suara rakyat yg kencang mendesal Kapolri dicopot. Begitu bung @Dahnilanzar @fadlizon,1961937031715787015,,,in,,3,59,282,https://x.com/undefined/status/1961937031715787015,1610273431454625792,Piyusaja2
1961878138738323867,Sat Aug 30 19:46:12 +0000 2025,0,Tim Polsek Toba bersama perangkat desa langsung turun ke lapangan memastikan tujuh titik api yang terpantau aplikasi sudah padam. Verifikasi ini jadi langkah antisipasi agar kebakaran hutan dan lahan tidak meluas. https://t.co/XvmjYr62XB,1961878138738323867,https://pbs.twimg.com/amplify_video_thumb/1961878078482993152/img/qxJL_-02kOUIy2Q3.jpg,,in,,0,0,0,https://x.com/undefined/status/1961878138738323867,949683168965111809,Humasressanggau
1961842521107251606,Sat Aug 30 19:17:42 +0000 2025,5,@BosPurwa Betul Om... Kebakaran Hutan di sebabkan cuma titik api kecil ... Sama halnya ini.. dan liat sekarang Rusuh se Indonesia.. Provokator keluar sarangnya stlh Hibernasi dr th 98. Miris.... ‍,1961870966566666403,,BosPurwa,in,,0,0,0,https://x.com/undefined/status/1961870966566666403,1453758950642368512,Mantanmontir22
1961829537358250067,Sat Aug 30 16:33:05 +0000 2025,0,Sampe cuaca pun Giliran kebakaran hutan lama bgt,1961829537358250067,,,in,,0,0,0,https://x.com/undefined/status/1961829537358250067,1280849052767096838,AppleCapl
1961592327857938504,Sat Aug 30 15:42:50 +0000 2025,0,@inggrld @Putra_Adi_YM @warlokjakarta Kebakaran dan rusak nya fasum adalah bahasa terakhir yang di mengerti penguasa. Kita datang baik2 di dengar? Malah di lempar tear gas. Lagian bro ngapain ribut kalo fas rusak? Giliran uang pajak di bakar pejabat sewa jet pribadi makan layak hidup mewah hutan di gunduli diem aja,1961816891028308394,,inggrld,in,,0,2,0,https://x.com/undefined/status/1961816891028308394,1536856913417097216,imam_maa
1961779961091825771,Sat Aug 30 13:38:40 +0000 2025,1,@Opposisi6890 @ahmadsahroni88 pantas lu bloon ron nilai lu macam kebakaran hutan,1961785645376115183,,Opposisi6890,in,,0,0,0,https://x.com/undefined/status/1961785645376115183,1458074996111134726,Yuwan333
1961708051842699299,Sat Aug 30 12:43:50 +0000 2025,0,@midnighthazexxx Iyaa aneh bgt dulu pas kebakaran hutan di riau juga kalo mau bikin hujan buatan juga gitu mendung gelap tapi gak hujan2 baru turun hujan berapa hari setelah naburin garem,1961771845168099351,,midnighthazexxx,in,,0,1,0,https://x.com/undefined/status/1961771845168099351,1568284929754279937,invusirenn
1961749937198436473,Sat Aug 30 11:16:47 +0000 2025,0,Berikut Kami Sampaikan Potensi Kemudahan Kebakaran Hutan dan Lahan 6 Hari Kedepan (31 Agustus - 5 September 2025) di Provinsi Kalimantan Timur. *update Sabtu 30 Agustus 2025 #BMKG #IKN #BMKGKaltim #CuacaKaltim #KebakaranHutan #infoBMKG @BMKG_Samarinda https://t.co/CIR4PKVcZq,1961749937198436473,https://pbs.twimg.com/media/GzmJHILaAAA9r6i.jpg,,in,,0,0,0,https://x.com/undefined/status/1961749937198436473,806974506,bmkgkaltim
1961701834432942526,Sat Aug 30 08:05:38 +0000 2025,0,Kebakaran setitik di pusat kota melupakan ratusan ribu hektar hutan dan lahan yang terbakar secara terulang selama puluhan tahun. #dpr #DPRRI #jakarta #karhutla #jakarta #transum https://t.co/2MNFbWb4vM,1961701834432942526,https://pbs.twimg.com/media/GzldC9ObkAEEV5R.jpg,,in,,0,0,1,https://x.com/undefined/status/1961701834432942526,849863751884881920,yayasanmadani
1961649129828053390,Sat Aug 30 04:36:12 +0000 2025,0,Rekayasa cuaca lagi kh? Cepet amat geraknya kalo kebakaran hutan kenapa lambat ya,1961649129828053390,,,in,,0,1,0,https://x.com/undefined/status/1961649129828053390,406044583,librakadabra76_
1961643864831217748,Sat Aug 30 04:15:17 +0000 2025,0,Pengecekan kebakaran lahan di Dusun Amborlang Rianiate Angkola Sangkunur Tapsel api padam karena hujan deras Polsek Batangtoru tetap beri himbauan cegah karhutla #Polri #Tapsel #Karhutla #PolresTapsel #Sumut https://t.co/C9bb0IxpnZ,1961643864831217748,https://pbs.twimg.com/media/GzkoseMbYAEzZ6W.jpg,,in,,0,0,0,https://x.com/undefined/status/1961643864831217748,1760886257474035712,SIKUMRESTAPSEL
1961612035298660660,Sat Aug 30 02:08:48 +0000 2025,0,Dari Kayu Kebakaran Hutan Jadi Atap Penuh Harapan https://t.co/NT1ZU9EBcX,1961612035298660660,,,in,,0,0,0,https://x.com/undefined/status/1961612035298660660,1669625434471038976,detik_properti
1961602717522268177,Sat Aug 30 01:31:47 +0000 2025,0,Lrt wkwkwk itu pesawat ke mana pas Sumatra diselimuti kabut asap FOR MONTHS gegara kebakaran hutan yang TERUS-TERUSAN?,1961602717522268177,,,in,,0,0,0,https://x.com/undefined/status/1961602717522268177,1705477455086010368,katabassist
1961590843024052378,Sat Aug 30 00:44:36 +0000 2025,0,Sekitar 1 juta hektar hutan di seluruh wilayah Uni Eropa mengalami kebakaran sejak awal tahun rekor terburuk sepanjang sejarah yang pernah tercatat. | #KebakaranHutan #Eropa https://t.co/dl7VL5MBMQ,1961590843024052378,,,in,,0,0,1,https://x.com/undefined/status/1961590843024052378,23343960,kompascom
1961481015932907644,Fri Aug 29 17:28:11 +0000 2025,4,Dahlah mending bahas Damkar aja. Film ini menceritakan tentang Damkar yang sangat mengayomi masyarakat. 19 Damkar berusaha melindungi masyarakat dari kebakaran hutan yg merambat sampai pemukiman. Masyarakatnya selamat tapi ke-19 anggota damkar itu meninggal dunia. https://t.co/LvZvKRyorB,1961481015932907644,https://pbs.twimg.com/media/GziUlkObgAAQfyh.jpg,,in,,0,0,1,https://x.com/undefined/status/1961481015932907644,1772205641110900736,toshibatv_id
1961477597776462017,Fri Aug 29 17:14:36 +0000 2025,0,kaya kebakaran hutan,1961477597776462017,,,in,,0,0,0,https://x.com/undefined/status/1961477597776462017,1721690386715037696,Dorothiiea
1961435818024690084,Fri Aug 29 14:28:35 +0000 2025,1,#Washington Dua anggota bomba ditangkap semasa memadamkan kebakaran hutan di negeri Washington dalam satu serbuan oleh pihak berkuasa Amerika Syarikat (AS) yang menyiasat dakwaan migrasi tidak sah. https://t.co/naW1sdQfNx,1961435818024690084,,,in,,0,0,1,https://x.com/undefined/status/1961435818024690084,63070015,hmetromy
1961427944066486296,Fri Aug 29 13:57:18 +0000 2025,1,As someone with asthma sakit hati banget pesawat hujan bisa lewat di Jakarta 28 Agustus langsung aja gitu. Giliran hutan kebakaran padahal termasuk kawasan hutan lindung lama sekali baru bisa datang. Ga akan pernah lupa. Aku sesak nafas sendirian ga ada maaf.,1961427944066486296,,,in,,0,1,0,https://x.com/undefined/status/1961427944066486296,882616052667961345,freakintrash
1961426057149780447,Fri Aug 29 13:50:04 +0000 2025,0,yang berlokasi di sekretariat UKM Universitas Riau Cendekia. Forum kajian aktual seputar isu keilmuan : kalsium lokal ini mengusung tema Kebakaran Hutan dan Lahan (Karhutla) di Riau: Tinjauan Permasalahan dan Alternatif Solusi dari Perspektif Mahasiswa ,1961426126556865018,,urcendekia,in,,0,1,0,https://x.com/undefined/status/1961426126556865018,1065126007059795968,urcendekia
1961408148696375518,Fri Aug 29 12:38:38 +0000 2025,1,OANJENG PAS KEBAKARAN HUTAN KEMANE AJE LU KOCAK TOLOL BABI LO SEMUA GUE TUNTUT DI AKHIRAT PEMERINTAH BABI,1961408148696375518,,,in,,0,0,0,https://x.com/undefined/status/1961408148696375518,1388070279478353925,liminescent
1961397453455757615,Fri Aug 29 11:56:08 +0000 2025,0,Bagian kebakaran hutan ujan buatan ga turun2,1961397453455757615,,,in,,0,0,0,https://x.com/undefined/status/1961397453455757615,106640902,rahmaut
1961389636812771806,Fri Aug 29 11:44:46 +0000 2025,0,@orange_purple7 @humaniesproject infonya sih yg nerbangin pesawat itu pakai pihak ketiga kak. soalnya ini di bmkg aja ga ada info samsek krn dri kmrin fokus OMC hanya di daerah2 sumatera karena kebakaran hutan. sementara jkt gaperlu omc makanya kaget jg kok tiba2 ada omc di sini.,1961394591308845204,,orange_purple7,in,,0,1,0,https://x.com/undefined/status/1961394591308845204,516891818,perwiramajisuka
1961388350612652327,Fri Aug 29 11:28:51 +0000 2025,0,Food Estate (FE) Papua bukan proyek kecil. Luasannya direncanakan 2 2 juta hektar. Ini berisiko menyebabkan kebakaran hutan &amp; lahan rusaknya ekosistem gambut dan hancurnya ruang hidup masyarakat adat. #DosaPSN https://t.co/b3nKOS2HVz,1961390587418218586,,pantaugambut,in,,0,1,0,https://x.com/undefined/status/1961390587418218586,842297785449775108,pantaugambut
1961388543646814276,Fri Aug 29 11:20:44 +0000 2025,1,anjir lah hujan lagi fak pemerintah kebakaran hutan dibiarin demo dibikin hujan buatan bangke lah,1961388543646814276,,,in,,0,0,0,https://x.com/undefined/status/1961388543646814276,97391187,haruhachiko
1961371182453985679,Fri Aug 29 10:24:43 +0000 2025,1,@kompascom Asap apa bangsat? Lagi ngamanin demo apa beresin kebakaran hutan? Video udah ada gausah alasan gak masuk akal goblok,1961374446771454117,,kompascom,in,,0,2,0,https://x.com/undefined/status/1961374446771454117,1054290344,rifqymk
1961365515198157278,Fri Aug 29 09:49:13 +0000 2025,0,Modifikasi cuaca pas ginian cepet. Tapi pas kebakaran hutan lagaknya lambat bener,1961365515198157278,,,in,,0,0,0,https://x.com/undefined/status/1961365515198157278,149333592,hypp1nks
1961347383532327009,Fri Aug 29 08:37:10 +0000 2025,0,Bener-bener gaabis pikir ya buat nanganin kebakaran hutan kemaren-kemaren kayaknya LELET BGT GILIRAN BUAT DEMO CEPET(?!!?!?!),1961347383532327009,,,in,,0,0,0,https://x.com/undefined/status/1961347383532327009,1279077781008052224,spiritchaeboI
1961292769399615977,Fri Aug 29 07:50:13 +0000 2025,0,@Zeeroohero Dari asap kebakaran hutan sampai banjir bandang semua ada hubungannya dengan aliran dana kotor. Bodyguard Digital stop di #RekeningTidur.,1961335568232526202,,Zeeroohero,in,,0,0,0,https://x.com/undefined/status/1961335568232526202,3296371982,tukang_kawal
1961332012175835509,Fri Aug 29 07:36:06 +0000 2025,0,Berdasarkan data 2020 hingga 2024 terlihat adanya fluktuasi yang cukup signifikan pada empat kategori utama bencana alam di Indonesia yaitu banjir cuaca ekstrem kebakaran hutan dan lahan serta tanah longsor. Baca ulasan lengkapnya di sini: https://t.co/g69ajJhIXb #Statistik https://t.co/KHjPdFxwVG,1961332012175835509,https://pbs.twimg.com/media/GzgMpOTbkAA2V11.png,,in,,0,0,1,https://x.com/undefined/status/1961332012175835509,771030588,KompasData
1961287823530606779,Fri Aug 29 06:55:27 +0000 2025,0,@sugondese6666 Apaan pawang ujan kok beberapa kali meleset. Mending kalau benran bisa ngendaliin ujan pergi ke eropa / amerika yg lagi kebakaran hutan aja.,1961321785489515004,,sugondese6666,in,,0,0,0,https://x.com/undefined/status/1961321785489515004,1730525997668409344,najaejaee14
1961318573726732776,Fri Aug 29 06:42:42 +0000 2025,0,Polsek Rantau Pulung bersama TNI Manggala Agni dan relawan masyarakat peduli api melaksanakan Patroli dan Posko Pencegahan Kebakaran Hutan Terpadu di wilayah Desa Manunggal Jaya Kecamatan Rantau Pulung Jumat (29/08/2025). https://t.co/1wYFhx4QMK,1961318573726732776,https://pbs.twimg.com/media/GzgA1vhbkAAfCvn.jpg,,in,,0,0,0,https://x.com/undefined/status/1961318573726732776,974110547091234816,PulungPolsek
1961317831037128949,Fri Aug 29 06:39:45 +0000 2025,0,Jadi kalo kebakaran hutan yang disalahin apinya gitu? Harusnya mah sumber apinya lah. Logika tolol.,1961317831037128949,,,in,,0,0,0,https://x.com/undefined/status/1961317831037128949,619246389,BayuNstn
1961287823530606779,Fri Aug 29 06:26:07 +0000 2025,0,@sugondese6666 Padahal mah make yang biasa buat mademin kebakaran hutan,1961314399878353332,,sugondese6666,in,,0,0,0,https://x.com/undefined/status/1961314399878353332,980168226,Blessings2090
1961306552721113129,Fri Aug 29 05:54:56 +0000 2025,0,Memang pantek kampang riau kebakaran hutan kagak ditindak. Ini malah buat hujan buatan demi membubarkan massa????? Anjeng pemerintak paokkkkkk,1961306552721113129,,,in,,0,0,0,https://x.com/undefined/status/1961306552721113129,1318771332574711808,0310zip
1961296344976650483,Fri Aug 29 05:14:22 +0000 2025,0,Eh pemerintah kalo lu mau turunin hujan buatan mending buat riau ya pepek udah empat kali bangunan di sini kebakaran tiba2 hutan juga dari kemaren kebakaran kudu disiram manual. Lupa kah dulu asapnya bisa nyampe singapura? Pantek,1961296344976650483,,,in,,0,1,0,https://x.com/undefined/status/1961296344976650483,1325701215603228676,NOT_FOUND
1961295694632763563,Fri Aug 29 05:11:47 +0000 2025,5,Badan restorasi gambutnya aja dibubarin wkwkkwk prabs pikir udh ga akan ada kebakaran hutan itu kali,1961295694632763563,,,in,,0,0,1,https://x.com/undefined/status/1961295694632763563,152141137,alitelidi
1961291355340365854,Fri Aug 29 04:54:32 +0000 2025,1,Pemerintah bajingan emang dari kemaren kebakaran hutan nunggu berasap lagi satu pulau kek dulu kah,1961291355340365854,,,in,,0,1,1,https://x.com/undefined/status/1961291355340365854,1325701215603228676,NOT_FOUND
1961282444990337282,Fri Aug 29 04:19:08 +0000 2025,1,Upaya pencegahan terjadinya kebakaran hutan dan lahan (karhutla) Polres Tanah Laut melaksanakan kegiatan pemasangan spanduk imbauan di wilayah rawan karhutla. Kamis (28/08/2025) di RT.06 RW.01 Desa Gunung Raja Kecamatan Tambang Ulang Kabupaten Tanah Laut. https://t.co/2MVYmqgvOD,1961282444990337282,https://pbs.twimg.com/media/Gzff-qqaYAE4bUB.jpg,,in,,0,0,0,https://x.com/undefined/status/1961282444990337282,1646823347647549440,Polsek_Jorong
1961134817703326159,Fri Aug 29 04:09:07 +0000 2025,1,@IndoPopBase Hujan buatan tuh harusnya dipakai untuk mengatasi masalah seperti kebakaran hutan kekeringan atau kemarau panjang. Ini malah buang-buang duit dipakai hanya untuk membubarkan massa dan membuat masalah baru (re: banjir) ,1961279926612697524,,IndoPopBase,in,,0,0,0,https://x.com/undefined/status/1961279926612697524,1500719308770402304,sillyjellycat
1961270664977158233,Fri Aug 29 03:32:19 +0000 2025,0,Damai Personel Polsek Damai melaksanakan kegiatan imbauan pencegahan kebakaran hutan dan lahan (Karhutla) kepada masyarakat di Kampung Damai Kota Kecamatan Damai Kabupaten Kutai Barat Jumat (29/8/2025). https://t.co/zXfjvPB2Ge,1961270664977158233,https://pbs.twimg.com/media/GzfVRQtbUAAywV2.jpg,,in,,0,0,0,https://x.com/undefined/status/1961270664977158233,1862015656574754816,PolresKubar2
1961263651111014801,Fri Aug 29 03:04:27 +0000 2025,0,Dalam rangka upaya pencegahan terjadinya kebakaran hutan dan lahan (karhutla) Polres Tanah Laut melaksanakan kegiatan pemasangan spanduk imbauan di wilayah rawan karhutla. https://t.co/xGFr40yMGY,1961263651111014801,https://pbs.twimg.com/media/GzfO40oa4AAtdVw.jpg,,in,,0,0,0,https://x.com/undefined/status/1961263651111014801,1220215825207971840,LautHumas
1961243079945723972,Fri Aug 29 01:42:43 +0000 2025,5,Yg tgl di Riau pasti juga tau tiap taun/kemarau selalu aja ada kebakaran hutan bahkan sampai kabut asap..pdhl yg kyk gini lbh perlu utk daerah kyk Riau :/,1961243079945723972,,,in,,0,0,3,https://x.com/undefined/status/1961243079945723972,1401438728267046920,makanindomie3
1961236178264629510,Fri Aug 29 01:15:17 +0000 2025,0,Yang tinggal di Riau pasti tau banget beberapa bulan terakhir banyak kebakaran baik dari hutan maupun perumahan.,1961236178264629510,,,in,,0,0,0,https://x.com/undefined/status/1961236178264629510,1308626164928270337,Onacll
1961220403818598908,Fri Aug 29 00:51:10 +0000 2025,2,@Siswotomo187571 Pa Prabowo sy pendukung 2 kali anda kalah.... cukup perintahkan Menteri Kehutanan dan perangkat wilayah mundur kalau terjadi kebakaran hutan.... Cukup perintahkan Kapolri dan perangkat wilayah mundur kalau terjadi korban meninggal di pihak pendemo.... selesai,1961230106870890607,,Siswotomo187571,in,,0,2,1,https://x.com/undefined/status/1961230106870890607,1448278550289682435,DBagongWijaya
1961202687409635838,Thu Aug 28 23:02:12 +0000 2025,1,Polsek Sabangau Dampingi TSAK Laksanakan Patroli Cegah Karhutla di Kelurahan Sabaru Palangka Raya Polsek Sabangau Polresta Palangka Raya terus berupaya mencegah terjadinya kebakaran hutan dan lahan (karhutla) dengan melaksanakan patroli bersama di wilayah rawan. https://t.co/j4MY4CojgG,1961202687409635838,https://pbs.twimg.com/media/GzeXcuobkAMRx4o.jpg,,in,,0,0,0,https://x.com/undefined/status/1961202687409635838,941493701112561664,PolresPalangka
1961151981189321064,Thu Aug 28 19:40:43 +0000 2025,13140,Riau kebakaran hutan berminggu minggu harus nunggu anggaran cair baru bisa bikin hujan buatan. Ini klen bikin hujan buatan biar daerah banjir &amp; mobilitas lumpuh keknya gampang kali. Kontol,1961151981189321064,,,in,,135,14,8874,https://x.com/undefined/status/1961151981189321064,1677535424850579456,haloinigitaaa
1961098408103711230,Thu Aug 28 16:11:32 +0000 2025,0,Minusnya emang kalo ada apa2 terjadi di luar jakarta emang lelet aja nyebarnya. Di sini ada kebakaran hutan juga gak ada yg tau selain orang riau,1961099338106687506,,hypermatrxx,in,,0,0,0,https://x.com/undefined/status/1961099338106687506,1325701215603228676,NOT_FOUND
1961058566065852528,Thu Aug 28 13:29:31 +0000 2025,0,Kebakaran Lahan di Wilayah Daha Satgas Karhutla Padamkan Hingga Luasan 1 6 Hektare https://t.co/kkX74gDKsj lewat @tribunnews,1961058566065852528,,,in,,0,0,0,https://x.com/undefined/status/1961058566065852528,65639033,banjarmasinpost
1961036028694909171,Thu Aug 28 11:59:58 +0000 2025,0,Berikut Kami Sampaikan Potensi Kemudahan Kebakaran Hutan dan Lahan 6 Hari Kedepan (29 Agustus - 3 September 2025) di Provinsi Kalimantan Timur. *update Kamis 29 Agustus 2025 #BMKG #IKN #BMKGKaltim #CuacaKaltim #KebakaranHutan #infoBMKG @BMKG_Samarinda https://t.co/JAv3iJoavm,1961036028694909171,https://pbs.twimg.com/media/Gzb_3p4akAASgIq.jpg,,in,,0,0,0,https://x.com/undefined/status/1961036028694909171,806974506,bmkgkaltim
1960995932063011160,Thu Aug 28 09:20:38 +0000 2025,1,10 Kebakaran Hutan Termahal dalam Sejarah AS Ribuan Triliun Hangus https://t.co/ObkroRwfoL,1960995932063011160,,,in,,0,0,0,https://x.com/undefined/status/1960995932063011160,847372542830444544,cnbcindonesia
1960993641721160036,Thu Aug 28 09:11:32 +0000 2025,1,Antisipasi Kebakaran Lahan Posko Karhutla Tabalong Diperkuat Personel Gabungan Tabalong Dalam upaya mencegah dan menanggulangi potensi kebakaran hutan dan lahan (Karhutla) personel gabungan melaksanakan piket Posko Karhutla yang https://t.co/355CPB04oz,1960993641721160036,https://pbs.twimg.com/media/GzbZTmLaYAAMzI_.jpg,,in,,0,1,0,https://x.com/undefined/status/1960993641721160036,1568045311368765441,im_utuhslebew
1960992369031184476,Thu Aug 28 09:06:28 +0000 2025,0,Sebuah helikopter Morane 29 jatuh ke Danau Rosporden Finistère Prancis saat melakukan pengambilan air untuk memadamkan kebakaran hutan pada Minggu malam (24/8/2025).,1960992369031184476,,,in,,0,1,0,https://x.com/undefined/status/1960992369031184476,2172050917,xvg_id
1960990622006808651,Thu Aug 28 08:59:32 +0000 2025,0,Personel Polsek Rantau Pulung bersama unsur terkait melaksanakan Patroli dan Posko Pencegahan Kebakaran Hutan Terpadu di wilayah Desa Mukti Jaya Kecamatan Rantau Pulung Kamis (28/08/2025). https://t.co/eJM7vjRmgn,1960990622006808651,https://pbs.twimg.com/media/GzbWk2DbQAAAd_j.jpg,,in,,0,0,0,https://x.com/undefined/status/1960990622006808651,974110547091234816,PulungPolsek
1960977725482807621,Thu Aug 28 08:08:17 +0000 2025,0,Helikopter Water Bombing Mulai Beroperasi Padamkan Karhutla di Bakongan Aceh Selatan Upaya pemadaman kebakaran hutan dan lahan (karhutla) di Kecamatan Bakongan Kabupaten Aceh Selatan kini mendapat dukungan tambahan berupa operasi water bombing. https://t.co/87RqkbExcX,1960977725482807621,,,in,,0,0,1,https://x.com/undefined/status/1960977725482807621,64635651,serambinews
1960907007202132366,Thu Aug 28 08:02:25 +0000 2025,0,@sferved Di sini lagi sering kebakaran hutan tapi kadang orang bakar bakar jugaa,1960976249511108865,,sferved,in,,0,0,0,https://x.com/undefined/status/1960976249511108865,3198232151,pattepn
1960974933640798611,Thu Aug 28 07:57:11 +0000 2025,0,Tim Gabungan Karhutla Polsek Pangkalan Kuras bergerak cepat menindaklanjuti laporan adanya titik api yang terpantau di aplikasi Dashboard Lancang Kuning (DLK) di lokasi kebakaran lahan di Dusun I Desa Kesuma tepian sungai Nilo Kecamatan Pangkalan Kuras (27/8/2025) https://t.co/h0Iv5h1FJu,1960974933640798611,https://pbs.twimg.com/ext_tw_video_thumb/1960974771220570112/pu/img/zy8bilXIgs9cDi3h.jpg,,in,,0,0,0,https://x.com/undefined/status/1960974933640798611,1409428035325992967,polsek_pklkuras
